"C_uuid";"saddle";"raceDate";"R_name";"ranking";"C_numberOfRunners";"P1";"PP";"G";"P";"Proba"
"cd1227a2cd5706dae94e3720802cdd66";"6";"2023-11-26";"Le Croisé-Laroche";"2";10;0;1;0;2,006;0,335742443799973
"cd1227a2cd5706dae94e3720802cdd66";"7";"2023-11-26";"Le Croisé-Laroche";NA;10;0;0;0;0;0,0425421521067619
"cd1227a2cd5706dae94e3720802cdd66";"8";"2023-11-26";"Le Croisé-Laroche";"7";10;0;0;0;0;0,111768133938313
"cd1227a2cd5706dae94e3720802cdd66";"9";"2023-11-26";"Le Croisé-Laroche";"6";10;0;0;0;0;0,172856718301773
"cd23fb3e1793a80aba0d912080fb1998";"1";"2023-11-08";"Nantes";"8";10;0;0;0;0;0,00520570948719978
"cd23fb3e1793a80aba0d912080fb1998";"10";"2023-11-08";"Nantes";"4";10;0;0;0;0;0,0206892695277929
"cd23fb3e1793a80aba0d912080fb1998";"2";"2023-11-08";"Nantes";"7";10;0;0;0;0;0,0477118827402592
"cd23fb3e1793a80aba0d912080fb1998";"3";"2023-11-08";"Nantes";"9";10;0;0;0;0;0,0116135077551007
"cd23fb3e1793a80aba0d912080fb1998";"4";"2023-11-08";"Nantes";"2";10;0;1;0;1,566;0,358632892370224
"cd23fb3e1793a80aba0d912080fb1998";"5";"2023-11-08";"Nantes";"1";10;1;1;2,02;1,18;0,514577865600586
"cd23fb3e1793a80aba0d912080fb1998";"6";"2023-11-08";"Nantes";"10";10;0;0;0;0;0,044233713299036
"cd23fb3e1793a80aba0d912080fb1998";"8";"2023-11-08";"Nantes";"6";10;0;0;0;0;0,0261050909757614
"cd23fb3e1793a80aba0d912080fb1998";"9";"2023-11-08";"Nantes";"5";10;0;0;0;0;0,0152933374047279
"cd937b45e9c4e15efad1d87140d17815";"1";"2023-11-19";"Mauquenchy";"2";14;0;1;0;11,23;0,0597286410629749
"cd937b45e9c4e15efad1d87140d17815";"11";"2023-11-19";"Mauquenchy";NA;14;0;0;0;0;0,160301104187965
"cd937b45e9c4e15efad1d87140d17815";"12";"2023-11-19";"Mauquenchy";NA;14;0;0;0;0;0,0038006145041436
"cd937b45e9c4e15efad1d87140d17815";"13";"2023-11-19";"Mauquenchy";"12";14;0;0;0;0;0,0603151842951775
"cd937b45e9c4e15efad1d87140d17815";"14";"2023-11-19";"Mauquenchy";"3";14;0;1;0;2,42;0,456160068511963
"cd937b45e9c4e15efad1d87140d17815";"15";"2023-11-19";"Mauquenchy";"7";14;0;0;0;0;0,0984489843249321
"cd937b45e9c4e15efad1d87140d17815";"16";"2023-11-19";"Mauquenchy";"4";14;0;0;0;0;0,11693412065506
"cd937b45e9c4e15efad1d87140d17815";"2";"2023-11-19";"Mauquenchy";"8";14;0;0;0;0;0,156863883137703
"cd937b45e9c4e15efad1d87140d17815";"3";"2023-11-19";"Mauquenchy";"5";14;0;0;0;0;0,0752943828701973
"cd937b45e9c4e15efad1d87140d17815";"4";"2023-11-19";"Mauquenchy";"10";14;0;0;0;0;0,0196378380060196
"cd937b45e9c4e15efad1d87140d17815";"5";"2023-11-19";"Mauquenchy";"9";14;0;0;0;0;0,0392543449997902
"cd937b45e9c4e15efad1d87140d17815";"6";"2023-11-19";"Mauquenchy";"6";14;0;0;0;0;0,0275363232940435
"cd937b45e9c4e15efad1d87140d17815";"8";"2023-11-19";"Mauquenchy";"1";14;1;1;8,16;4,1;0,142150372266769
"cd937b45e9c4e15efad1d87140d17815";"9";"2023-11-19";"Mauquenchy";"11";14;0;0;0;0;0,233745753765106
"cd95af9159cafeb3cea124ad4397471b";"1";"2023-11-01";"Reims";"1";13;1;1;39,63;16,29;0,0266137924045324
"cd95af9159cafeb3cea124ad4397471b";"10";"2023-11-01";"Reims";NA;13;0;0;0;0;0,0329847373068333
"cd95af9159cafeb3cea124ad4397471b";"11";"2023-11-01";"Reims";"7";13;0;0;0;0;0,0119815496727824
"cd95af9159cafeb3cea124ad4397471b";"12";"2023-11-01";"Reims";NA;13;0;0;0;0;0,0198690965771675
"cd95af9159cafeb3cea124ad4397471b";"13";"2023-11-01";"Reims";"9";13;0;0;0;0;0,0286799445748329
"cd95af9159cafeb3cea124ad4397471b";"14";"2023-11-01";"Reims";NA;13;0;0;0;0;0,132695540785789
"cd95af9159cafeb3cea124ad4397471b";"2";"2023-11-01";"Reims";"6";13;0;0;0;0;0,00584134180098772
"cd95af9159cafeb3cea124ad4397471b";"3";"2023-11-01";"Reims";"8";13;0;0;0;0;0,0225563701242208
"cd95af9159cafeb3cea124ad4397471b";"4";"2023-11-01";"Reims";"3";13;0;1;0;2,15;0,0363871306180954
"cd95af9159cafeb3cea124ad4397471b";"6";"2023-11-01";"Reims";"2";13;0;1;0;4,75;0,102300316095352
"cd95af9159cafeb3cea124ad4397471b";"7";"2023-11-01";"Reims";"4";13;0;0;0;0;0,0151285985484719
"cd95af9159cafeb3cea124ad4397471b";"8";"2023-11-01";"Reims";"10";13;0;0;0;0;0,003980812150985
"cd95af9159cafeb3cea124ad4397471b";"9";"2023-11-01";"Reims";"5";13;0;0;0;0;0,0056856432929635
"ce8e067957a0248eed681d3d9d315cbe";"1";"2023-11-15";"Bordeaux - Le Bouscat";"9";12;0;0;0;0;0,00787103734910488
"ce8e067957a0248eed681d3d9d315cbe";"10";"2023-11-15";"Bordeaux - Le Bouscat";"10";12;0;0;0;0;0,102167025208473
"ce8e067957a0248eed681d3d9d315cbe";"11";"2023-11-15";"Bordeaux - Le Bouscat";"3";12;0;1;0;13,592;0,0126162860542536
"ce8e067957a0248eed681d3d9d315cbe";"12";"2023-11-15";"Bordeaux - Le Bouscat";NA;12;0;0;0;0;0,122381001710892
"ce8e067957a0248eed681d3d9d315cbe";"2";"2023-11-15";"Bordeaux - Le Bouscat";"2";12;0;1;0;2,398;0,075333759188652
"ce8e067957a0248eed681d3d9d315cbe";"3";"2023-11-15";"Bordeaux - Le Bouscat";"7";12;0;0;0;0;0,0506513379514217
"ce8e067957a0248eed681d3d9d315cbe";"4";"2023-11-15";"Bordeaux - Le Bouscat";"1";12;1;1;4,328;1,78;0,18631386756897
"ce8e067957a0248eed681d3d9d315cbe";"5";"2023-11-15";"Bordeaux - Le Bouscat";"11";12;0;0;0;0;0,141647785902023
"ce8e067957a0248eed681d3d9d315cbe";"6";"2023-11-15";"Bordeaux - Le Bouscat";"6";12;0;0;0;0;0,36999848484993
"ce8e067957a0248eed681d3d9d315cbe";"7";"2023-11-15";"Bordeaux - Le Bouscat";"4";12;0;0;0;0;0,0374420881271362
"ce8e067957a0248eed681d3d9d315cbe";"8";"2023-11-15";"Bordeaux - Le Bouscat";"8";12;0;0;0;0;0,200507000088692
"ce8e067957a0248eed681d3d9d315cbe";"9";"2023-11-15";"Bordeaux - Le Bouscat";"5";12;0;0;0;0;0,076577790081501
"cea8878f41d3ab8827d279e2dc70cb75";"1";"2023-11-06";"Paris-Vincennes";NA;16;0;0;0;0;0,0288075730204582
"cea8878f41d3ab8827d279e2dc70cb75";"10";"2023-11-06";"Paris-Vincennes";"6";16;0;0;0;0;0,00368581432849169
"cea8878f41d3ab8827d279e2dc70cb75";"11";"2023-11-06";"Paris-Vincennes";NA;16;0;0;0;0;0,025066627189517
"cea8878f41d3ab8827d279e2dc70cb75";"12";"2023-11-06";"Paris-Vincennes";"13";16;0;0;0;0;0,011990487575531
"cea8878f41d3ab8827d279e2dc70cb75";"13";"2023-11-06";"Paris-Vincennes";"4";16;0;0;0;0;0,0693292170763016
"cea8878f41d3ab8827d279e2dc70cb75";"14";"2023-11-06";"Paris-Vincennes";"1";16;1;1;9,922;2,644;0,142095774412155
"cea8878f41d3ab8827d279e2dc70cb75";"15";"2023-11-06";"Paris-Vincennes";"11";16;0;0;0;0;0,043165534734726
"cea8878f41d3ab8827d279e2dc70cb75";"16";"2023-11-06";"Paris-Vincennes";"8";16;0;0;0;0;0,0153544507920742
"cea8878f41d3ab8827d279e2dc70cb75";"2";"2023-11-06";"Paris-Vincennes";"9";16;0;0;0;0;0,125771686434746
"cea8878f41d3ab8827d279e2dc70cb75";"3";"2023-11-06";"Paris-Vincennes";"3";16;0;1;0;1,866;0,140876188874245
"cea8878f41d3ab8827d279e2dc70cb75";"4";"2023-11-06";"Paris-Vincennes";"2";16;0;1;0;1,882;0,362084150314331
"cea8878f41d3ab8827d279e2dc70cb75";"5";"2023-11-06";"Paris-Vincennes";NA;16;0;0;0;0;0,219610139727592
"cea8878f41d3ab8827d279e2dc70cb75";"6";"2023-11-06";"Paris-Vincennes";"7";16;0;0;0;0;0,134730398654938
"cea8878f41d3ab8827d279e2dc70cb75";"7";"2023-11-06";"Paris-Vincennes";"10";16;0;0;0;0;0,0239217076450586
"cea8878f41d3ab8827d279e2dc70cb75";"8";"2023-11-06";"Paris-Vincennes";"12";16;0;0;0;0;0,00488005811348557
"cea8878f41d3ab8827d279e2dc70cb75";"9";"2023-11-06";"Paris-Vincennes";"5";16;0;0;0;0;0,0271603707224131
"ced8fe154caa4634c2f3e451fe9bd666";"1";"2023-11-16";"Son Pardo - Majorque";"3";13;0;1;0;2,13;0,833872735500336
"ced8fe154caa4634c2f3e451fe9bd666";"10";"2023-11-16";"Son Pardo - Majorque";NA;13;0;0;0;0;0,00201284722425044
"ced8fe154caa4634c2f3e451fe9bd666";"12";"2023-11-16";"Son Pardo - Majorque";NA;13;0;0;0;0;0,00304149673320353
"ced8fe154caa4634c2f3e451fe9bd666";"13";"2023-11-16";"Son Pardo - Majorque";"10";13;0;0;0;0;0,0831016674637794
"ced8fe154caa4634c2f3e451fe9bd666";"2";"2023-11-16";"Son Pardo - Majorque";"9";13;0;0;0;0;0,0735135674476624
"ced8fe154caa4634c2f3e451fe9bd666";"3";"2023-11-16";"Son Pardo - Majorque";"4";13;0;0;0;0;0,876728594303131
"ced8fe154caa4634c2f3e451fe9bd666";"4";"2023-11-16";"Son Pardo - Majorque";"5";13;0;0;0;0;0,342559993267059
"ced8fe154caa4634c2f3e451fe9bd666";"5";"2023-11-16";"Son Pardo - Majorque";"1";13;1;1;20,4766666666667;4,24;0,276023000478745
"ced8fe154caa4634c2f3e451fe9bd666";"6";"2023-11-16";"Son Pardo - Majorque";"2";13;0;1;0;4,94666666666667;0,589271068572998
"ced8fe154caa4634c2f3e451fe9bd666";"7";"2023-11-16";"Son Pardo - Majorque";"6";13;0;0;0;0;0,121880054473877
"ced8fe154caa4634c2f3e451fe9bd666";"8";"2023-11-16";"Son Pardo - Majorque";NA;13;0;0;0;0;0,00414602924138308
"ced8fe154caa4634c2f3e451fe9bd666";"9";"2023-11-16";"Son Pardo - Majorque";"8";13;0;0;0;0;0,00553902657702565
"cfaec4547e03c41312e4ecf0a314d9b3";"1";"2023-11-22";"Solvalla";"6";7;0;0;0;0;0,147587925195694
"cfaec4547e03c41312e4ecf0a314d9b3";"2";"2023-11-22";"Solvalla";"4";7;0;0;0;0;0,448144257068634
"cfaec4547e03c41312e4ecf0a314d9b3";"3";"2023-11-22";"Solvalla";"1";7;1;1;4,75333333333333;1,69;0,61502081155777
"cfaec4547e03c41312e4ecf0a314d9b3";"4";"2023-11-22";"Solvalla";"3";7;0;0;0;3,21333333333333;0,539385616779327
"cfaec4547e03c41312e4ecf0a314d9b3";"5";"2023-11-22";"Solvalla";"7";7;0;0;0;0;0,0152983944863081
"cfaec4547e03c41312e4ecf0a314d9b3";"6";"2023-11-22";"Solvalla";"2";7;0;1;0;4,42;0,0975890904664993
"cfaec4547e03c41312e4ecf0a314d9b3";"7";"2023-11-22";"Solvalla";"5";7;0;0;0;0;0,556110501289368
"cfeaeef923dc5ef3e605c36cc19b9416";"1";"2023-11-17";"Mauquenchy";NA;18;0;0;0;0;0,0664111226797104
"cfeaeef923dc5ef3e605c36cc19b9416";"10";"2023-11-17";"Mauquenchy";"1";18;1;1;3,33;1,42;0,252750635147095
"cfeaeef923dc5ef3e605c36cc19b9416";"11";"2023-11-17";"Mauquenchy";"3";18;0;1;0;2,59;0,193995282053947
"cfeaeef923dc5ef3e605c36cc19b9416";"12";"2023-11-17";"Mauquenchy";"7";18;0;0;0;0;0,00690223928540945
"cfeaeef923dc5ef3e605c36cc19b9416";"13";"2023-11-17";"Mauquenchy";"10";18;0;0;0;0;0,0938942208886147
"cfeaeef923dc5ef3e605c36cc19b9416";"14";"2023-11-17";"Mauquenchy";"9";18;0;0;0;0;0,161942943930626
"cfeaeef923dc5ef3e605c36cc19b9416";"15";"2023-11-17";"Mauquenchy";"5";18;0;0;0;0;0,0188559256494045
"cfeaeef923dc5ef3e605c36cc19b9416";"16";"2023-11-17";"Mauquenchy";"11";18;0;0;0;0;0,0389621965587139
"cfeaeef923dc5ef3e605c36cc19b9416";"17";"2023-11-17";"Mauquenchy";"6";18;0;0;0;0;0,276879578828812
"cfeaeef923dc5ef3e605c36cc19b9416";"18";"2023-11-17";"Mauquenchy";"14";18;0;0;0;0;0,0340683832764626
"cfeaeef923dc5ef3e605c36cc19b9416";"2";"2023-11-17";"Mauquenchy";"8";18;0;0;0;0;0,003002974903211
"cfeaeef923dc5ef3e605c36cc19b9416";"3";"2023-11-17";"Mauquenchy";NA;18;0;0;0;0;0,00349137862212956
"cfeaeef923dc5ef3e605c36cc19b9416";"4";"2023-11-17";"Mauquenchy";"2";18;0;1;0;12,33;0,00231924699619412
"cfeaeef923dc5ef3e605c36cc19b9416";"5";"2023-11-17";"Mauquenchy";"13";18;0;0;0;0;3,45890985045116e-05
"cfeaeef923dc5ef3e605c36cc19b9416";"6";"2023-11-17";"Mauquenchy";NA;18;0;0;0;0;0,0522879101336002
"cfeaeef923dc5ef3e605c36cc19b9416";"7";"2023-11-17";"Mauquenchy";NA;18;0;0;0;0;0,00203529535792768
"cfeaeef923dc5ef3e605c36cc19b9416";"8";"2023-11-17";"Mauquenchy";"12";18;0;0;0;0;0,00389077118597925
"cfeaeef923dc5ef3e605c36cc19b9416";"9";"2023-11-17";"Mauquenchy";"4";18;0;0;0;0;0,0545374043285847
"d0a2a370196542e1441d3fbd242da405";"1";"2023-11-12";"Vire";NA;15;0;0;0;0;0,0142701929435134
"d0a2a370196542e1441d3fbd242da405";"10";"2023-11-12";"Vire";"3";15;0;1;0;3,16;0,194083616137505
"d0a2a370196542e1441d3fbd242da405";"11";"2023-11-12";"Vire";"13";15;0;0;0;0;0,000302212662063539
"d0a2a370196542e1441d3fbd242da405";"12";"2023-11-12";"Vire";"9";15;0;0;0;0;0,00864272657781839
"d0a2a370196542e1441d3fbd242da405";"13";"2023-11-12";"Vire";"12";15;0;0;0;0;0,235243558883667
"d0a2a370196542e1441d3fbd242da405";"14";"2023-11-12";"Vire";NA;15;0;0;0;0;0,200205191969872
"d0a2a370196542e1441d3fbd242da405";"15";"2023-11-12";"Vire";"11";15;0;0;0;0;0,000327032001223415
"d0a2a370196542e1441d3fbd242da405";"16";"2023-11-12";"Vire";"2";15;0;1;0;3,85;0,0390870161354542
"d0a2a370196542e1441d3fbd242da405";"2";"2023-11-12";"Vire";"1";15;1;1;4,56;2,67;0,49605929851532
"d0a2a370196542e1441d3fbd242da405";"3";"2023-11-12";"Vire";"8";15;0;0;0;0;0,0160035528242588
"d0a2a370196542e1441d3fbd242da405";"4";"2023-11-12";"Vire";"6";15;0;0;0;0;0,132608234882355
"d0a2a370196542e1441d3fbd242da405";"6";"2023-11-12";"Vire";"7";15;0;0;0;0;0,157866552472115
"d0a2a370196542e1441d3fbd242da405";"7";"2023-11-12";"Vire";"10";15;0;0;0;0;0,0219059605151415
"d0a2a370196542e1441d3fbd242da405";"8";"2023-11-12";"Vire";"4";15;0;0;0;0;0,0404592454433441
"d0a2a370196542e1441d3fbd242da405";"9";"2023-11-12";"Vire";"5";15;0;0;0;0;0,0627909228205681
"d12f8cf13d3f035972fba095e6501782";"1";"2023-11-05";"Graignes";"6";14;0;0;0;0;0,0137254223227501
"d12f8cf13d3f035972fba095e6501782";"10";"2023-11-05";"Graignes";NA;14;0;0;0;0;0,17532667517662
"d12f8cf13d3f035972fba095e6501782";"11";"2023-11-05";"Graignes";"2";14;0;1;0;3,276;0,107856504619122
"d12f8cf13d3f035972fba095e6501782";"12";"2023-11-05";"Graignes";"10";14;0;0;0;0;0,000873095646966249
"d12f8cf13d3f035972fba095e6501782";"13";"2023-11-05";"Graignes";"3";14;0;1;0;3,058;0,0204727258533239
"d12f8cf13d3f035972fba095e6501782";"14";"2023-11-05";"Graignes";NA;14;0;0;0;0;0,838411927223206
"d12f8cf13d3f035972fba095e6501782";"2";"2023-11-05";"Graignes";"8";14;0;0;0;0;0,009653115645051
"d12f8cf13d3f035972fba095e6501782";"3";"2023-11-05";"Graignes";"1";14;1;1;24,646;5,616;0,0973358079791069
"d12f8cf13d3f035972fba095e6501782";"4";"2023-11-05";"Graignes";"7";14;0;0;0;0;0,0202841740101576
"d12f8cf13d3f035972fba095e6501782";"5";"2023-11-05";"Graignes";NA;14;0;0;0;0;0,0222308561205864
"d12f8cf13d3f035972fba095e6501782";"6";"2023-11-05";"Graignes";"9";14;0;0;0;0;0,0516560710966587
"d12f8cf13d3f035972fba095e6501782";"7";"2023-11-05";"Graignes";"4";14;0;0;0;0;0,130460143089294
"d12f8cf13d3f035972fba095e6501782";"8";"2023-11-05";"Graignes";NA;14;0;0;0;0;0,00612791068851948
"d12f8cf13d3f035972fba095e6501782";"9";"2023-11-05";"Graignes";"5";14;0;0;0;0;0,0868844017386436
"d180183990814a781932f1c9ced76f34";"1";"2023-11-19";"Saint-Galmier";NA;13;0;0;0;0;0,22933267056942
"d180183990814a781932f1c9ced76f34";"10";"2023-11-19";"Saint-Galmier";"2";13;0;1;0;3,108;0,0212025661021471
"d180183990814a781932f1c9ced76f34";"11";"2023-11-19";"Saint-Galmier";"9";13;0;0;0;0;0,00487114395946264
"d180183990814a781932f1c9ced76f34";"12";"2023-11-19";"Saint-Galmier";"10";13;0;0;0;0;0,048149686306715
"d180183990814a781932f1c9ced76f34";"13";"2023-11-19";"Saint-Galmier";"4";13;0;0;0;0;0,00967531464993954
"d180183990814a781932f1c9ced76f34";"14";"2023-11-19";"Saint-Galmier";"5";13;0;0;0;0;0,00911810249090195
"d180183990814a781932f1c9ced76f34";"2";"2023-11-19";"Saint-Galmier";"6";13;0;0;0;0;0,171198174357414
"d180183990814a781932f1c9ced76f34";"3";"2023-11-19";"Saint-Galmier";"7";13;0;0;0;0;0,260004281997681
"d180183990814a781932f1c9ced76f34";"4";"2023-11-19";"Saint-Galmier";"8";13;0;0;0;0;0,0831943303346634
"d180183990814a781932f1c9ced76f34";"5";"2023-11-19";"Saint-Galmier";"11";13;0;0;0;0;0,0261493362486362
"d180183990814a781932f1c9ced76f34";"6";"2023-11-19";"Saint-Galmier";"1";13;1;1;3,584;2,004;0,439448773860931
"d180183990814a781932f1c9ced76f34";"7";"2023-11-19";"Saint-Galmier";"3";13;0;1;0;10,598;0,155531138181686
"d180183990814a781932f1c9ced76f34";"8";"2023-11-19";"Saint-Galmier";"12";13;0;0;0;0;0,0164799597114325
"d1868a979648219e4fa6ed6dd11b3dc1";"1";"2023-11-24";"Toulouse";"10";15;0;0;0;0;0,0177454445511103
"d1868a979648219e4fa6ed6dd11b3dc1";"10";"2023-11-24";"Toulouse";NA;15;0;0;0;0;0,148607179522514
"d1868a979648219e4fa6ed6dd11b3dc1";"11";"2023-11-24";"Toulouse";"3";15;0;1;0;4,412;0,276887476444244
"d1868a979648219e4fa6ed6dd11b3dc1";"12";"2023-11-24";"Toulouse";"6";15;0;0;0;0;0,212855577468872
"d1868a979648219e4fa6ed6dd11b3dc1";"13";"2023-11-24";"Toulouse";NA;15;0;0;0;0;0,145289063453674
"d1868a979648219e4fa6ed6dd11b3dc1";"14";"2023-11-24";"Toulouse";"4";15;0;0;0;0;0,184338927268982
"d1868a979648219e4fa6ed6dd11b3dc1";"15";"2023-11-24";"Toulouse";"5";15;0;0;0;0;0,0539228729903698
"d1868a979648219e4fa6ed6dd11b3dc1";"2";"2023-11-24";"Toulouse";"1";15;1;1;26;8,178;0,101682297885418
"d1868a979648219e4fa6ed6dd11b3dc1";"3";"2023-11-24";"Toulouse";"9";15;0;0;0;0;0,0155285065993667
"d1868a979648219e4fa6ed6dd11b3dc1";"4";"2023-11-24";"Toulouse";NA;15;0;0;0;0;0,0802689492702484
"d1868a979648219e4fa6ed6dd11b3dc1";"5";"2023-11-24";"Toulouse";NA;15;0;0;0;0;0,0224230289459229
"d1868a979648219e4fa6ed6dd11b3dc1";"6";"2023-11-24";"Toulouse";NA;15;0;0;0;0;0,284676253795624
"d1868a979648219e4fa6ed6dd11b3dc1";"7";"2023-11-24";"Toulouse";"8";15;0;0;0;0;0,26938858628273
"d1868a979648219e4fa6ed6dd11b3dc1";"8";"2023-11-24";"Toulouse";"2";15;0;1;0;5,682;0,0270743370056152
"d1868a979648219e4fa6ed6dd11b3dc1";"9";"2023-11-24";"Toulouse";"7";15;0;0;0;0;0,0185727812349796
"d32a622a6644d79629d52e47b09bcb06";"1";"2023-11-07";"Chartres";"12";12;0;0;0;0;0,000364197709131986
"d32a622a6644d79629d52e47b09bcb06";"10";"2023-11-07";"Chartres";"8";12;0;0;0;0;0,000553855497855693
"d32a622a6644d79629d52e47b09bcb06";"11";"2023-11-07";"Chartres";"10";12;0;0;0;0;0,00687243230640888
"d32a622a6644d79629d52e47b09bcb06";"12";"2023-11-07";"Chartres";"5";12;0;0;0;0;0,190897479653358
"d32a622a6644d79629d52e47b09bcb06";"2";"2023-11-07";"Chartres";"9";12;0;0;0;0;0,016556803137064
"d32a622a6644d79629d52e47b09bcb06";"3";"2023-11-07";"Chartres";"11";12;0;0;0;0;0,0865666270256042
"d32a622a6644d79629d52e47b09bcb06";"4";"2023-11-07";"Chartres";"1";12;1;1;25,64;4,864;0,0378928072750568
"d32a622a6644d79629d52e47b09bcb06";"5";"2023-11-07";"Chartres";"3";12;0;1;0;3,026;0,185742288827896
"d32a622a6644d79629d52e47b09bcb06";"6";"2023-11-07";"Chartres";"7";12;0;0;0;0;0,000804612529464066
"d32a622a6644d79629d52e47b09bcb06";"7";"2023-11-07";"Chartres";"2";12;0;1;0;1,468;0,313113570213318
"d32a622a6644d79629d52e47b09bcb06";"8";"2023-11-07";"Chartres";"6";12;0;0;0;0;0,0208932235836983
"d32a622a6644d79629d52e47b09bcb06";"9";"2023-11-07";"Chartres";"4";12;0;0;0;0;0,530994057655334
"d3418abf1a8220879341ef188ec3e784";"1";"2023-11-15";"Solvalla";"9";11;0;0;0;0;0,291466146707535
"d3418abf1a8220879341ef188ec3e784";"11";"2023-11-15";"Solvalla";"4";11;0;0;0;0;0,27145129442215
"d3418abf1a8220879341ef188ec3e784";"12";"2023-11-15";"Solvalla";"7";11;0;0;15,4;5,9;0,023388646543026
"d3418abf1a8220879341ef188ec3e784";"2";"2023-11-15";"Solvalla";"11";11;0;0;0;0;0,754179418087006
"d3418abf1a8220879341ef188ec3e784";"3";"2023-11-15";"Solvalla";"5";11;0;0;0;0;0,00948581099510193
"d3418abf1a8220879341ef188ec3e784";"4";"2023-11-15";"Solvalla";"1";11;1;1;6,315;1,8;0,635731935501099
"d3418abf1a8220879341ef188ec3e784";"5";"2023-11-15";"Solvalla";"10";11;0;0;0;0;0,0726498439908028
"d3418abf1a8220879341ef188ec3e784";"6";"2023-11-15";"Solvalla";"8";11;0;0;0;0;0,452659785747528
"d3418abf1a8220879341ef188ec3e784";"7";"2023-11-15";"Solvalla";"2";11;0;1;0;4,6;0,164909586310387
"d3418abf1a8220879341ef188ec3e784";"8";"2023-11-15";"Solvalla";"6";11;0;0;0;0;0,45294576883316
"d36e8a3402726151780959a91298654d";"1";"2023-11-15";"Bordeaux - Le Bouscat";"7";14;0;0;0;0;0,00917104724794626
"d36e8a3402726151780959a91298654d";"10";"2023-11-15";"Bordeaux - Le Bouscat";"10";14;0;0;0;0;0,0933122634887695
"d36e8a3402726151780959a91298654d";"11";"2023-11-15";"Bordeaux - Le Bouscat";"5";14;0;0;0;0;0,576561033725739
"d36e8a3402726151780959a91298654d";"12";"2023-11-15";"Bordeaux - Le Bouscat";"11";14;0;0;0;0;0,0946413800120354
"d36e8a3402726151780959a91298654d";"13";"2023-11-15";"Bordeaux - Le Bouscat";"9";14;0;0;0;0;0,069702036678791
"d36e8a3402726151780959a91298654d";"14";"2023-11-15";"Bordeaux - Le Bouscat";"3";14;0;1;0;2,47;0,112428322434425
"d36e8a3402726151780959a91298654d";"2";"2023-11-15";"Bordeaux - Le Bouscat";"2";14;0;1;0;9,508;0,0292334668338299
"d36e8a3402726151780959a91298654d";"3";"2023-11-15";"Bordeaux - Le Bouscat";"1";14;1;1;3,126;2,086;0,130605787038803
"d36e8a3402726151780959a91298654d";"4";"2023-11-15";"Bordeaux - Le Bouscat";"4";14;0;0;0;0;0,0152142774313688
"d36e8a3402726151780959a91298654d";"5";"2023-11-15";"Bordeaux - Le Bouscat";NA;14;0;0;0;0;0,00425368221476674
"d36e8a3402726151780959a91298654d";"6";"2023-11-15";"Bordeaux - Le Bouscat";"12";14;0;0;0;0;0,0026628936175257
"d36e8a3402726151780959a91298654d";"7";"2023-11-15";"Bordeaux - Le Bouscat";"8";14;0;0;0;0;0,0132238557562232
"d36e8a3402726151780959a91298654d";"8";"2023-11-15";"Bordeaux - Le Bouscat";"6";14;0;0;0;0;0,119649395346642
"d36e8a3402726151780959a91298654d";"9";"2023-11-15";"Bordeaux - Le Bouscat";"13";14;0;0;0;0;0,00253367191180587
"d3946dc19dc41d897ba7c164eaacacc9";"1";"2023-11-10";"Paris-Vincennes";"11";15;0;0;0;0;0,000160612413310446
"d3946dc19dc41d897ba7c164eaacacc9";"10";"2023-11-10";"Paris-Vincennes";"3";15;0;1;0;3,7125;0,326712518930435
"d3946dc19dc41d897ba7c164eaacacc9";"11";"2023-11-10";"Paris-Vincennes";NA;15;0;0;0;0;0,0804869905114174
"d3946dc19dc41d897ba7c164eaacacc9";"12";"2023-11-10";"Paris-Vincennes";NA;15;0;0;0;0;0,0822234004735947
"d3946dc19dc41d897ba7c164eaacacc9";"13";"2023-11-10";"Paris-Vincennes";"2";15;0;1;0;3,615;0,121879011392593
"d3946dc19dc41d897ba7c164eaacacc9";"14";"2023-11-10";"Paris-Vincennes";NA;15;0;0;0;0;0,123162552714348
"d3946dc19dc41d897ba7c164eaacacc9";"15";"2023-11-10";"Paris-Vincennes";"4";15;0;0;0;0;0,264685422182083
"d3946dc19dc41d897ba7c164eaacacc9";"2";"2023-11-10";"Paris-Vincennes";NA;15;0;0;0;0;0,0770677849650383
"d3946dc19dc41d897ba7c164eaacacc9";"3";"2023-11-10";"Paris-Vincennes";"10";15;0;0;0;0;0,0430721640586853
"d3946dc19dc41d897ba7c164eaacacc9";"4";"2023-11-10";"Paris-Vincennes";"5";15;0;0;0;0;0,00811649765819311
"d3946dc19dc41d897ba7c164eaacacc9";"5";"2023-11-10";"Paris-Vincennes";"9";15;0;0;0;0;0,00657275319099426
"d3946dc19dc41d897ba7c164eaacacc9";"6";"2023-11-10";"Paris-Vincennes";"8";15;0;0;0;0;0,00249198195524514
"d3946dc19dc41d897ba7c164eaacacc9";"7";"2023-11-10";"Paris-Vincennes";"7";15;0;0;0;0;0,584324419498444
"d3946dc19dc41d897ba7c164eaacacc9";"8";"2023-11-10";"Paris-Vincennes";"1";15;1;1;2,93;1,575;0,752152681350708
"d3946dc19dc41d897ba7c164eaacacc9";"9";"2023-11-10";"Paris-Vincennes";"6";15;0;0;0;0;0,0262127742171288
"d3a68411ec6bcbef471143909c4b89e7";"1";"2023-11-20";"Paris-Vincennes";"8";15;0;0;0;0;0,13064768910408
